"fieldID","name","packageType"
902,"Liza1","Sixth Vegetative"
903,"test2","Second Vegetative"
903,"test2","Fourth Vegetative"
903,"test2","Sixth Vegetative"
984,"Test Ipad","Second Vegetative"
984,"Test Ipad","Fourth Vegetative"
984,"Test Ipad","Sixth Vegetative"
1659,"Test Liza","Second Vegetative"
1659,"Test Liza","Fourth Vegetative"
1659,"Test Liza","Sixth Vegetative"
1660,"Test3","Second Vegetative"
1660,"Test3","Fourth Vegetative"
1660,"Test3","Sixth Vegetative"
905,"Noelle TEST1","Second Vegetative"
905,"Noelle TEST1","Fourth Vegetative"
905,"Noelle TEST1","Sixth Vegetative"
995,"40","Second Vegetative"
995,"40","Fourth Vegetative"
995,"40","Sixth Vegetative"
996,"Chubbies","Second Vegetative"
996,"Chubbies","Fourth Vegetative"
996,"Chubbies","Sixth Vegetative"
997,"Home","Second Vegetative"
997,"Home","Fourth Vegetative"
997,"Home","Sixth Vegetative"
998,"Lee","Second Vegetative"
998,"Lee","Fourth Vegetative"
998,"Lee","Sixth Vegetative"
999,"Pithan East","Second Vegetative"
999,"Pithan East","Fourth Vegetative"
999,"Pithan East","Sixth Vegetative"
1000,"Jason Spain","Second Vegetative"
1000,"Jason Spain","Fourth Vegetative"
1000,"Jason Spain","Sixth Vegetative"
1001,"Rock","Second Vegetative"
1001,"Rock","Fourth Vegetative"
1001,"Rock","Sixth Vegetative"
1002,"Dads","Second Vegetative"
1002,"Dads","Fourth Vegetative"
1002,"Dads","Sixth Vegetative"
1003,"County Home","Second Vegetative"
1003,"County Home","Fourth Vegetative"
1003,"County Home","Sixth Vegetative"
1004,"Barber","Second Vegetative"
1004,"Barber","Fourth Vegetative"
1004,"Barber","Sixth Vegetative"
1005,"Hazen","Second Vegetative"
1005,"Hazen","Fourth Vegetative"
1005,"Hazen","Sixth Vegetative"
1006,"Dad's","Second Vegetative"
1006,"Dad's","Fourth Vegetative"
1006,"Dad's","Sixth Vegetative"
1007,"Erling","Second Vegetative"
1007,"Erling","Fourth Vegetative"
1007,"Erling","Sixth Vegetative"
1008,"Home","Second Vegetative"
1008,"Home","Fourth Vegetative"
1008,"Home","Sixth Vegetative"
1012,"E Hammonds 92","Second Vegetative"
1012,"E Hammonds 92","Fourth Vegetative"
1012,"E Hammonds 92","Sixth Vegetative"
1013,"S Hoopers 123","Second Vegetative"
1013,"S Hoopers 123","Fourth Vegetative"
1013,"S Hoopers 123","Sixth Vegetative"
1014,"S Bottom 158","Second Vegetative"
1014,"S Bottom 158","Fourth Vegetative"
1014,"S Bottom 158","Sixth Vegetative"
1015,"Hibbard North","Second Vegetative"
1015,"Hibbard North","Fourth Vegetative"
1015,"Hibbard North","Sixth Vegetative"
1016,"SAX-2010","Second Vegetative"
1016,"SAX-2010","Fourth Vegetative"
1016,"SAX-2010","Sixth Vegetative"
1018,"Morris East","Second Vegetative"
1018,"Morris East","Fourth Vegetative"
1018,"Morris East","Sixth Vegetative"
1023,"Farmers Drive","Second Vegetative"
1023,"Farmers Drive","Fourth Vegetative"
1023,"Farmers Drive","Sixth Vegetative"
1022,"DOR-1","Second Vegetative"
1022,"DOR-1","Fourth Vegetative"
1022,"DOR-1","Sixth Vegetative"
1024,"Hall","Second Vegetative"
1024,"Hall","Fourth Vegetative"
1024,"Hall","Sixth Vegetative"
1021,"Barrett 40","Second Vegetative"
1021,"Barrett 40","Fourth Vegetative"
1021,"Barrett 40","Sixth Vegetative"
1026,"Barbs","Second Vegetative"
1026,"Barbs","Fourth Vegetative"
1026,"Barbs","Sixth Vegetative"
1027,"Darryls East","Second Vegetative"
1027,"Darryls East","Fourth Vegetative"
1027,"Darryls East","Sixth Vegetative"
1028,"Darryls West","Second Vegetative"
1028,"Darryls West","Fourth Vegetative"
1028,"Darryls West","Sixth Vegetative"
1029,"Farmer North","Second Vegetative"
1029,"Farmer North","Fourth Vegetative"
1029,"Farmer North","Sixth Vegetative"
1030,"Farmer South","Second Vegetative"
1030,"Farmer South","Fourth Vegetative"
1030,"Farmer South","Sixth Vegetative"
1031,"Grandma North","Second Vegetative"
1031,"Grandma North","Fourth Vegetative"
1031,"Grandma North","Sixth Vegetative"
1032,"Grandma South","Second Vegetative"
1032,"Grandma South","Fourth Vegetative"
1032,"Grandma South","Sixth Vegetative"
1033,"Merles","Second Vegetative"
1033,"Merles","Fourth Vegetative"
1033,"Merles","Sixth Vegetative"
1034,"Merles Home","Second Vegetative"
1034,"Merles Home","Fourth Vegetative"
1034,"Merles Home","Sixth Vegetative"
1035,"SE 98","Second Vegetative"
1035,"SE 98","Fourth Vegetative"
1035,"SE 98","Sixth Vegetative"
1036,"The 40","Second Vegetative"
1036,"The 40","Fourth Vegetative"
1036,"The 40","Sixth Vegetative"
1037,"West 60","Second Vegetative"
1037,"West 60","Fourth Vegetative"
1037,"West 60","Sixth Vegetative"
1038,"Richards","Second Vegetative"
1038,"Richards","Fourth Vegetative"
1038,"Richards","Sixth Vegetative"
1039,"Riley East","Second Vegetative"
1039,"Riley East","Fourth Vegetative"
1039,"Riley East","Sixth Vegetative"
1040,"Riley Middle","Second Vegetative"
1040,"Riley Middle","Fourth Vegetative"
1040,"Riley Middle","Sixth Vegetative"
1041,"Riley West","Second Vegetative"
1041,"Riley West","Fourth Vegetative"
1041,"Riley West","Sixth Vegetative"
1042,"Rowley East","Second Vegetative"
1042,"Rowley East","Fourth Vegetative"
1042,"Rowley East","Sixth Vegetative"
1043,"Rowley West","Second Vegetative"
1043,"Rowley West","Fourth Vegetative"
1043,"Rowley West","Sixth Vegetative"
1044,"Vanderby North","Second Vegetative"
1044,"Vanderby North","Fourth Vegetative"
1044,"Vanderby North","Sixth Vegetative"
1045,"Voights","Second Vegetative"
1045,"Voights","Fourth Vegetative"
1045,"Voights","Sixth Vegetative"
1046,"Grant","Second Vegetative"
1046,"Grant","Fourth Vegetative"
1046,"Grant","Sixth Vegetative"
1047,"Home South","Second Vegetative"
1047,"Home South","Fourth Vegetative"
1047,"Home South","Sixth Vegetative"
1048,"North & East Field","Second Vegetative"
1048,"North & East Field","Fourth Vegetative"
1048,"North & East Field","Sixth Vegetative"
1049,"McNertney North","Second Vegetative"
1049,"McNertney North","Fourth Vegetative"
1049,"McNertney North","Sixth Vegetative"
1050,"McNertney South","Second Vegetative"
1050,"McNertney South","Fourth Vegetative"
1050,"McNertney South","Sixth Vegetative"
1051,"Menke North","Second Vegetative"
1051,"Menke North","Fourth Vegetative"
1051,"Menke North","Sixth Vegetative"
1052,"Menke South","Second Vegetative"
1052,"Menke South","Fourth Vegetative"
1052,"Menke South","Sixth Vegetative"
1053,"Welps","Second Vegetative"
1053,"Welps","Fourth Vegetative"
1053,"Welps","Sixth Vegetative"
1054,"Alueras North","Second Vegetative"
1054,"Alueras North","Fourth Vegetative"
1054,"Alueras North","Sixth Vegetative"
1055,"Alueras South","Second Vegetative"
1055,"Alueras South","Fourth Vegetative"
1055,"Alueras South","Sixth Vegetative"
1056,"Anderson","Second Vegetative"
1056,"Anderson","Fourth Vegetative"
1056,"Anderson","Sixth Vegetative"
1057,"Elwood North","Second Vegetative"
1057,"Elwood North","Fourth Vegetative"
1057,"Elwood North","Sixth Vegetative"
1058,"Elwood South","Second Vegetative"
1058,"Elwood South","Fourth Vegetative"
1058,"Elwood South","Sixth Vegetative"
1059,"Georges NE","Second Vegetative"
1059,"Georges NE","Fourth Vegetative"
1059,"Georges NE","Sixth Vegetative"
1060,"Georges NW","Second Vegetative"
1060,"Georges NW","Fourth Vegetative"
1060,"Georges NW","Sixth Vegetative"
1061,"Georges SE","Second Vegetative"
1061,"Georges SE","Fourth Vegetative"
1061,"Georges SE","Sixth Vegetative"
1062,"Pump North","Second Vegetative"
1062,"Pump North","Fourth Vegetative"
1062,"Pump North","Sixth Vegetative"
1063,"Pump South","Second Vegetative"
1063,"Pump South","Fourth Vegetative"
1063,"Pump South","Sixth Vegetative"
1064,"Home","Second Vegetative"
1064,"Home","Fourth Vegetative"
1064,"Home","Sixth Vegetative"
1065,"Jelles","Second Vegetative"
1065,"Jelles","Fourth Vegetative"
1065,"Jelles","Sixth Vegetative"
1066,"Kiester Farm","Second Vegetative"
1066,"Kiester Farm","Fourth Vegetative"
1066,"Kiester Farm","Sixth Vegetative"
1067,"Ries","Second Vegetative"
1067,"Ries","Fourth Vegetative"
1067,"Ries","Sixth Vegetative"
1068,"Home Farm","Second Vegetative"
1068,"Home Farm","Fourth Vegetative"
1068,"Home Farm","Sixth Vegetative"
1069,"Kennedy North","Second Vegetative"
1069,"Kennedy North","Fourth Vegetative"
1069,"Kennedy North","Sixth Vegetative"
1070,"Kennedy South","Second Vegetative"
1070,"Kennedy South","Fourth Vegetative"
1070,"Kennedy South","Sixth Vegetative"
1071,"King East","Second Vegetative"
1071,"King East","Fourth Vegetative"
1071,"King East","Sixth Vegetative"
1072,"King West","Second Vegetative"
1072,"King West","Fourth Vegetative"
1072,"King West","Sixth Vegetative"
1073,"Loss West","Second Vegetative"
1073,"Loss West","Fourth Vegetative"
1073,"Loss West","Sixth Vegetative"
1074,"Hog Site North","Second Vegetative"
1074,"Hog Site North","Fourth Vegetative"
1074,"Hog Site North","Sixth Vegetative"
1075,"Hog Site South","Second Vegetative"
1075,"Hog Site South","Fourth Vegetative"
1075,"Hog Site South","Sixth Vegetative"
1076,"ODonnel Home","Second Vegetative"
1076,"ODonnel Home","Fourth Vegetative"
1076,"ODonnel Home","Sixth Vegetative"
1077,"ODonnel West","Second Vegetative"
1077,"ODonnel West","Fourth Vegetative"
1077,"ODonnel West","Sixth Vegetative"
1078,"Schiltz Field","Second Vegetative"
1078,"Schiltz Field","Fourth Vegetative"
1078,"Schiltz Field","Sixth Vegetative"
1079,"North Field","Second Vegetative"
1079,"North Field","Fourth Vegetative"
1079,"North Field","Sixth Vegetative"
1080,"South 40","Second Vegetative"
1080,"South 40","Fourth Vegetative"
1080,"South 40","Sixth Vegetative"
1081,"East Farm East","Second Vegetative"
1081,"East Farm East","Fourth Vegetative"
1081,"East Farm East","Sixth Vegetative"
1082,"East Farm West","Second Vegetative"
1082,"East Farm West","Fourth Vegetative"
1082,"East Farm West","Sixth Vegetative"
1083,"E1/2 of SE1/4","Second Vegetative"
1083,"E1/2 of SE1/4","Fourth Vegetative"
1083,"E1/2 of SE1/4","Sixth Vegetative"
1084,"East of Dredge","Second Vegetative"
1084,"East of Dredge","Fourth Vegetative"
1084,"East of Dredge","Sixth Vegetative"
1085,"West of Dredge","Second Vegetative"
1085,"West of Dredge","Fourth Vegetative"
1085,"West of Dredge","Sixth Vegetative"
1086,"Menke North","Second Vegetative"
1086,"Menke North","Fourth Vegetative"
1086,"Menke North","Sixth Vegetative"
1087,"Menke South","Second Vegetative"
1087,"Menke South","Fourth Vegetative"
1087,"Menke South","Sixth Vegetative"
1088,"North Farm North","Second Vegetative"
1088,"North Farm North","Fourth Vegetative"
1088,"North Farm North","Sixth Vegetative"
1089,"North Farm South","Second Vegetative"
1089,"North Farm South","Fourth Vegetative"
1089,"North Farm South","Sixth Vegetative"
1090,"Ball Park","Second Vegetative"
1090,"Ball Park","Fourth Vegetative"
1090,"Ball Park","Sixth Vegetative"
1091,"Deitering Bros.","Second Vegetative"
1091,"Deitering Bros.","Fourth Vegetative"
1091,"Deitering Bros.","Sixth Vegetative"
1092,"West Farm North","Second Vegetative"
1092,"West Farm North","Fourth Vegetative"
1092,"West Farm North","Sixth Vegetative"
1093,"West Farm South","Second Vegetative"
1093,"West Farm South","Fourth Vegetative"
1093,"West Farm South","Sixth Vegetative"
1094,"Carpers 100","Second Vegetative"
1094,"Carpers 100","Fourth Vegetative"
1094,"Carpers 100","Sixth Vegetative"
1095,"Carpers 80","Second Vegetative"
1095,"Carpers 80","Fourth Vegetative"
1095,"Carpers 80","Sixth Vegetative"
1096,"Church Field","Second Vegetative"
1096,"Church Field","Fourth Vegetative"
1096,"Church Field","Sixth Vegetative"
1097,"Dorweiler Field","Second Vegetative"
1097,"Dorweiler Field","Fourth Vegetative"
1097,"Dorweiler Field","Sixth Vegetative"
1098,"Fisher Field","Second Vegetative"
1098,"Fisher Field","Fourth Vegetative"
1098,"Fisher Field","Sixth Vegetative"
1099,"Frost Field","Second Vegetative"
1099,"Frost Field","Fourth Vegetative"
1099,"Frost Field","Sixth Vegetative"
1100,"Home Field","Second Vegetative"
1100,"Home Field","Fourth Vegetative"
1100,"Home Field","Sixth Vegetative"
1101,"Kallstead Field","Second Vegetative"
1101,"Kallstead Field","Fourth Vegetative"
1101,"Kallstead Field","Sixth Vegetative"
1102,"Karls East","Second Vegetative"
1102,"Karls East","Fourth Vegetative"
1102,"Karls East","Sixth Vegetative"
1103,"Karls South","Second Vegetative"
1103,"Karls South","Fourth Vegetative"
1103,"Karls South","Sixth Vegetative"
1104,"Karls West","Second Vegetative"
1104,"Karls West","Fourth Vegetative"
1104,"Karls West","Sixth Vegetative"
1105,"Steyer","Second Vegetative"
1105,"Steyer","Fourth Vegetative"
1105,"Steyer","Sixth Vegetative"
1106,"Kemna Field","Second Vegetative"
1106,"Kemna Field","Fourth Vegetative"
1106,"Kemna Field","Sixth Vegetative"
1107,"Kents Place","Second Vegetative"
1107,"Kents Place","Fourth Vegetative"
1107,"Kents Place","Sixth Vegetative"
1108,"Creek Farm","Second Vegetative"
1108,"Creek Farm","Fourth Vegetative"
1108,"Creek Farm","Sixth Vegetative"
1109,"Larrys Home","Second Vegetative"
1109,"Larrys Home","Fourth Vegetative"
1109,"Larrys Home","Sixth Vegetative"
1110,"Larrys North Farm","Second Vegetative"
1110,"Larrys North Farm","Fourth Vegetative"
1110,"Larrys North Farm","Sixth Vegetative"
1111,"Tower Farm E 56","Second Vegetative"
1111,"Tower Farm E 56","Fourth Vegetative"
1111,"Tower Farm E 56","Sixth Vegetative"
1112,"Tower Farm W 136","Second Vegetative"
1112,"Tower Farm W 136","Fourth Vegetative"
1112,"Tower Farm W 136","Sixth Vegetative"
1113,"Anliker","Second Vegetative"
1113,"Anliker","Fourth Vegetative"
1113,"Anliker","Sixth Vegetative"
1114,"Perkin's Field","Second Vegetative"
1114,"Perkin's Field","Fourth Vegetative"
1114,"Perkin's Field","Sixth Vegetative"
1115,"Waechter Field","Second Vegetative"
1115,"Waechter Field","Fourth Vegetative"
1115,"Waechter Field","Sixth Vegetative"
1116,"Weber Field","Second Vegetative"
1116,"Weber Field","Fourth Vegetative"
1116,"Weber Field","Sixth Vegetative"
1117,"Andersons","Second Vegetative"
1117,"Andersons","Fourth Vegetative"
1117,"Andersons","Sixth Vegetative"
1118,"Evs NW","Second Vegetative"
1118,"Evs NW","Fourth Vegetative"
1118,"Evs NW","Sixth Vegetative"
1119,"Evs South","Second Vegetative"
1119,"Evs South","Fourth Vegetative"
1119,"Evs South","Sixth Vegetative"
1120,"Feddersons","Second Vegetative"
1120,"Feddersons","Fourth Vegetative"
1120,"Feddersons","Sixth Vegetative"
1121,"Home North","Second Vegetative"
1121,"Home North","Fourth Vegetative"
1121,"Home North","Sixth Vegetative"
1122,"Home South","Second Vegetative"
1122,"Home South","Fourth Vegetative"
1122,"Home South","Sixth Vegetative"
1123,"JCs","Second Vegetative"
1123,"JCs","Fourth Vegetative"
1123,"JCs","Sixth Vegetative"
1124,"North Place","Second Vegetative"
1124,"North Place","Fourth Vegetative"
1124,"North Place","Sixth Vegetative"
1125,"Ohrtmeyers","Second Vegetative"
1125,"Ohrtmeyers","Fourth Vegetative"
1125,"Ohrtmeyers","Sixth Vegetative"
1126,"Olsons","Second Vegetative"
1126,"Olsons","Fourth Vegetative"
1126,"Olsons","Sixth Vegetative"
1127,"West Place, North Field","Second Vegetative"
1127,"West Place, North Field","Fourth Vegetative"
1127,"West Place, North Field","Sixth Vegetative"
1128,"West Place, South Field","Second Vegetative"
1128,"West Place, South Field","Fourth Vegetative"
1128,"West Place, South Field","Sixth Vegetative"
1129,"Yellow House East","Second Vegetative"
1129,"Yellow House East","Fourth Vegetative"
1129,"Yellow House East","Sixth Vegetative"
1130,"Yellow House West","Second Vegetative"
1130,"Yellow House West","Fourth Vegetative"
1130,"Yellow House West","Sixth Vegetative"
1131,"City Farm","Second Vegetative"
1131,"City Farm","Fourth Vegetative"
1131,"City Farm","Sixth Vegetative"
1132,"Duanes East","Second Vegetative"
1132,"Duanes East","Fourth Vegetative"
1132,"Duanes East","Sixth Vegetative"
1133,"Duanes West","Second Vegetative"
1133,"Duanes West","Fourth Vegetative"
1133,"Duanes West","Sixth Vegetative"
1134,"Georges","Second Vegetative"
1134,"Georges","Fourth Vegetative"
1134,"Georges","Sixth Vegetative"
1135,"Home","Second Vegetative"
1135,"Home","Fourth Vegetative"
1135,"Home","Sixth Vegetative"
1136,"Larrys","Second Vegetative"
1136,"Larrys","Fourth Vegetative"
1136,"Larrys","Sixth Vegetative"
1137,"Oscars","Second Vegetative"
1137,"Oscars","Fourth Vegetative"
1137,"Oscars","Sixth Vegetative"
1138,"Bennet Home","Second Vegetative"
1138,"Bennet Home","Fourth Vegetative"
1138,"Bennet Home","Sixth Vegetative"
1139,"Bennet MN 80","Second Vegetative"
1139,"Bennet MN 80","Fourth Vegetative"
1139,"Bennet MN 80","Sixth Vegetative"
1140,"Bruhns Home","Second Vegetative"
1140,"Bruhns Home","Fourth Vegetative"
1140,"Bruhns Home","Sixth Vegetative"
1141,"Bruhns West","Second Vegetative"
1141,"Bruhns West","Fourth Vegetative"
1141,"Bruhns West","Sixth Vegetative"
1142,"Burke","Second Vegetative"
1142,"Burke","Fourth Vegetative"
1142,"Burke","Sixth Vegetative"
1143,"Danger","Second Vegetative"
1143,"Danger","Fourth Vegetative"
1143,"Danger","Sixth Vegetative"
1144,"DeVries","Second Vegetative"
1144,"DeVries","Fourth Vegetative"
1144,"DeVries","Sixth Vegetative"
1145,"Docs Home","Second Vegetative"
1145,"Docs Home","Fourth Vegetative"
1145,"Docs Home","Sixth Vegetative"
1146,"Elmore","Second Vegetative"
1146,"Elmore","Fourth Vegetative"
1146,"Elmore","Sixth Vegetative"
1147,"Fert Plant","Second Vegetative"
1147,"Fert Plant","Fourth Vegetative"
1147,"Fert Plant","Sixth Vegetative"
1148,"Fox & Wunder","Second Vegetative"
1148,"Fox & Wunder","Fourth Vegetative"
1148,"Fox & Wunder","Sixth Vegetative"
1149,"Gjellefald Qtr","Second Vegetative"
1149,"Gjellefald Qtr","Fourth Vegetative"
1149,"Gjellefald Qtr","Sixth Vegetative"
1150,"Gossman","Second Vegetative"
1150,"Gossman","Fourth Vegetative"
1150,"Gossman","Sixth Vegetative"
1151,"Gravley","Second Vegetative"
1151,"Gravley","Fourth Vegetative"
1151,"Gravley","Sixth Vegetative"
1152,"Grimes","Second Vegetative"
1152,"Grimes","Fourth Vegetative"
1152,"Grimes","Sixth Vegetative"
1153,"Hamilton","Second Vegetative"
1153,"Hamilton","Fourth Vegetative"
1153,"Hamilton","Sixth Vegetative"
1154,"Harland M-80","Second Vegetative"
1154,"Harland M-80","Fourth Vegetative"
1154,"Harland M-80","Sixth Vegetative"
1155,"Harland North 80","Second Vegetative"
1155,"Harland North 80","Fourth Vegetative"
1155,"Harland North 80","Sixth Vegetative"
1156,"Harland S-80","Second Vegetative"
1156,"Harland S-80","Fourth Vegetative"
1156,"Harland S-80","Sixth Vegetative"
1157,"Heitland","Second Vegetative"
1157,"Heitland","Fourth Vegetative"
1157,"Heitland","Sixth Vegetative"
1158,"Helin","Second Vegetative"
1158,"Helin","Fourth Vegetative"
1158,"Helin","Sixth Vegetative"
1159,"Hodnefields","Second Vegetative"
1159,"Hodnefields","Fourth Vegetative"
1159,"Hodnefields","Sixth Vegetative"
1160,"Home","Second Vegetative"
1160,"Home","Fourth Vegetative"
1160,"Home","Sixth Vegetative"
1161,"John & Lloyds","Second Vegetative"
1161,"John & Lloyds","Fourth Vegetative"
1161,"John & Lloyds","Sixth Vegetative"
1162,"Kahler 80","Second Vegetative"
1162,"Kahler 80","Fourth Vegetative"
1162,"Kahler 80","Sixth Vegetative"
1163,"Kiewiet Home","Second Vegetative"
1163,"Kiewiet Home","Fourth Vegetative"
1163,"Kiewiet Home","Sixth Vegetative"
1164,"Kiewiet Sapp","Second Vegetative"
1164,"Kiewiet Sapp","Fourth Vegetative"
1164,"Kiewiet Sapp","Sixth Vegetative"
1165,"Klipping","Second Vegetative"
1165,"Klipping","Fourth Vegetative"
1165,"Klipping","Sixth Vegetative"
1166,"Ley","Second Vegetative"
1166,"Ley","Fourth Vegetative"
1166,"Ley","Sixth Vegetative"
1167,"Mechem","Second Vegetative"
1167,"Mechem","Fourth Vegetative"
1167,"Mechem","Sixth Vegetative"
1168,"Murra Home","Second Vegetative"
1168,"Murra Home","Fourth Vegetative"
1168,"Murra Home","Sixth Vegetative"
1169,"National East","Second Vegetative"
1169,"National East","Fourth Vegetative"
1169,"National East","Sixth Vegetative"
1170,"National West","Second Vegetative"
1170,"National West","Fourth Vegetative"
1170,"National West","Sixth Vegetative"
1171,"Nelson 80","Second Vegetative"
1171,"Nelson 80","Fourth Vegetative"
1171,"Nelson 80","Sixth Vegetative"
1172,"Brooker 1/2","Second Vegetative"
1172,"Brooker 1/2","Fourth Vegetative"
1172,"Brooker 1/2","Sixth Vegetative"
1173,"Brooker 80","Second Vegetative"
1173,"Brooker 80","Fourth Vegetative"
1173,"Brooker 80","Sixth Vegetative"
1174,"Ferns","Second Vegetative"
1174,"Ferns","Fourth Vegetative"
1174,"Ferns","Sixth Vegetative"
1175,"Honken North 80","Second Vegetative"
1175,"Honken North 80","Fourth Vegetative"
1175,"Honken North 80","Sixth Vegetative"
1176,"Honken South 80","Second Vegetative"
1176,"Honken South 80","Fourth Vegetative"
1176,"Honken South 80","Sixth Vegetative"
1177,"Norm Home","Second Vegetative"
1177,"Norm Home","Fourth Vegetative"
1177,"Norm Home","Sixth Vegetative"
1178,"Norm South","Second Vegetative"
1178,"Norm South","Fourth Vegetative"
1178,"Norm South","Sixth Vegetative"
1179,"Norm West","Second Vegetative"
1179,"Norm West","Fourth Vegetative"
1179,"Norm West","Sixth Vegetative"
1180,"Norms 120","Second Vegetative"
1180,"Norms 120","Fourth Vegetative"
1180,"Norms 120","Sixth Vegetative"
1181,"Randys","Second Vegetative"
1181,"Randys","Fourth Vegetative"
1181,"Randys","Sixth Vegetative"
1182,"South of Randys","Second Vegetative"
1182,"South of Randys","Fourth Vegetative"
1182,"South of Randys","Sixth Vegetative"
1183,"Stenberg","Second Vegetative"
1183,"Stenberg","Fourth Vegetative"
1183,"Stenberg","Sixth Vegetative"
1184,"Vrieze","Second Vegetative"
1184,"Vrieze","Fourth Vegetative"
1184,"Vrieze","Sixth Vegetative"
1185,"Pitkin","Second Vegetative"
1185,"Pitkin","Fourth Vegetative"
1185,"Pitkin","Sixth Vegetative"
1186,"Rognehaugh","Second Vegetative"
1186,"Rognehaugh","Fourth Vegetative"
1186,"Rognehaugh","Sixth Vegetative"
1187,"Sandell","Second Vegetative"
1187,"Sandell","Fourth Vegetative"
1187,"Sandell","Sixth Vegetative"
1188,"Scarville","Second Vegetative"
1188,"Scarville","Fourth Vegetative"
1188,"Scarville","Sixth Vegetative"
1189,"Schutter Farm","Second Vegetative"
1189,"Schutter Farm","Fourth Vegetative"
1189,"Schutter Farm","Sixth Vegetative"
1190,"Stubs 40","Second Vegetative"
1190,"Stubs 40","Fourth Vegetative"
1190,"Stubs 40","Sixth Vegetative"
1191,"Stubs 80","Second Vegetative"
1191,"Stubs 80","Fourth Vegetative"
1191,"Stubs 80","Sixth Vegetative"
1192,"Stubs Home","Second Vegetative"
1192,"Stubs Home","Fourth Vegetative"
1192,"Stubs Home","Sixth Vegetative"
1193,"Teig","Second Vegetative"
1193,"Teig","Fourth Vegetative"
1193,"Teig","Sixth Vegetative"
1194,"Vojir East","Second Vegetative"
1194,"Vojir East","Fourth Vegetative"
1194,"Vojir East","Sixth Vegetative"
1195,"Vojir West","Second Vegetative"
1195,"Vojir West","Fourth Vegetative"
1195,"Vojir West","Sixth Vegetative"
1196,"Weible","Second Vegetative"
1196,"Weible","Fourth Vegetative"
1196,"Weible","Sixth Vegetative"
1197,"Wubben 80","Second Vegetative"
1197,"Wubben 80","Fourth Vegetative"
1197,"Wubben 80","Sixth Vegetative"
1198,"Yegge Home","Second Vegetative"
1198,"Yegge Home","Fourth Vegetative"
1198,"Yegge Home","Sixth Vegetative"
1199,"Yegge Qtr","Second Vegetative"
1199,"Yegge Qtr","Fourth Vegetative"
1199,"Yegge Qtr","Sixth Vegetative"
1200,"Yegge200/Walle","Second Vegetative"
1200,"Yegge200/Walle","Fourth Vegetative"
1200,"Yegge200/Walle","Sixth Vegetative"
1201,"Axels 80","Second Vegetative"
1201,"Axels 80","Fourth Vegetative"
1201,"Axels 80","Sixth Vegetative"
1202,"Daunes Home","Second Vegetative"
1202,"Daunes Home","Fourth Vegetative"
1202,"Daunes Home","Sixth Vegetative"
1203,"Dorts","Second Vegetative"
1203,"Dorts","Fourth Vegetative"
1203,"Dorts","Sixth Vegetative"
1204,"Kressins","Second Vegetative"
1204,"Kressins","Fourth Vegetative"
1204,"Kressins","Sixth Vegetative"
1205,"Maes 40","Second Vegetative"
1205,"Maes 40","Fourth Vegetative"
1205,"Maes 40","Sixth Vegetative"
1206,"Maes Home","Second Vegetative"
1206,"Maes Home","Fourth Vegetative"
1206,"Maes Home","Sixth Vegetative"
1207,"Marcia East","Second Vegetative"
1207,"Marcia East","Fourth Vegetative"
1207,"Marcia East","Sixth Vegetative"
1208,"Marcia West","Second Vegetative"
1208,"Marcia West","Fourth Vegetative"
1208,"Marcia West","Sixth Vegetative"
1209,"South of Dredge","Second Vegetative"
1209,"South of Dredge","Fourth Vegetative"
1209,"South of Dredge","Sixth Vegetative"
1210,"Moms","Second Vegetative"
1210,"Moms","Fourth Vegetative"
1210,"Moms","Sixth Vegetative"
1211,"Wallaces","Second Vegetative"
1211,"Wallaces","Fourth Vegetative"
1211,"Wallaces","Sixth Vegetative"
1212,"Waynes Home","Second Vegetative"
1212,"Waynes Home","Fourth Vegetative"
1212,"Waynes Home","Sixth Vegetative"
1213,"Willettas Place","Second Vegetative"
1213,"Willettas Place","Fourth Vegetative"
1213,"Willettas Place","Sixth Vegetative"
1214,"Arvids","Second Vegetative"
1214,"Arvids","Fourth Vegetative"
1214,"Arvids","Sixth Vegetative"
1215,"Brandons","Second Vegetative"
1215,"Brandons","Fourth Vegetative"
1215,"Brandons","Sixth Vegetative"
1216,"Franks Home","Second Vegetative"
1216,"Franks Home","Fourth Vegetative"
1216,"Franks Home","Sixth Vegetative"
1217,"Jons","Second Vegetative"
1217,"Jons","Fourth Vegetative"
1217,"Jons","Sixth Vegetative"
1218,"Karens","Second Vegetative"
1218,"Karens","Fourth Vegetative"
1218,"Karens","Sixth Vegetative"
1219,"Kermet Farm","Second Vegetative"
1219,"Kermet Farm","Fourth Vegetative"
1219,"Kermet Farm","Sixth Vegetative"
1220,"Linden 9","Second Vegetative"
1220,"Linden 9","Fourth Vegetative"
1220,"Linden 9","Sixth Vegetative"
1221,"Luther Farm","Second Vegetative"
1221,"Luther Farm","Fourth Vegetative"
1221,"Luther Farm","Sixth Vegetative"
1222,"Neils","Second Vegetative"
1222,"Neils","Fourth Vegetative"
1222,"Neils","Sixth Vegetative"
1223,"Rodbergs","Second Vegetative"
1223,"Rodbergs","Fourth Vegetative"
1223,"Rodbergs","Sixth Vegetative"
1224,"Rodbergs East","Second Vegetative"
1224,"Rodbergs East","Fourth Vegetative"
1224,"Rodbergs East","Sixth Vegetative"
1225,"Rogers","Second Vegetative"
1225,"Rogers","Fourth Vegetative"
1225,"Rogers","Sixth Vegetative"
1226,"Scherbs North","Second Vegetative"
1226,"Scherbs North","Fourth Vegetative"
